episode,source,copies,run,ep,date,contamine,version_job,version_jouee,coherent,campagne,graine,palier,jour,bras,hors_corpus,depart,arret,tenir,appui_feu,feu_avant,mg_assaut,delai_porteur,appui_fixe,accessible,effectif,issue,cause,charges,sur,detruits,exfiltres,vivants,morts_fs,roles_morts,pertes_est,renseignement,alarme,compromis,t_compromis,cause_compromis,phase_au_compromis,latence_surprise,abandon,duree_s,ph1,ph2,ph3,ph4,ph5,ph6,charges_detail,porteur_temps,tirs_appui_avant,tirs_appui_total,appui_position_m,mg_munitions,porte_lecture,empreinte,note_job
2026-09-11_100139_chacal_i5/g8_r1,/mnt/data/hmt/runs/2026-09-11_100139_chacal_i5/g8_r1/serveur.rpt,2,2026-09-11_100139_chacal_i5,g8_r1,2026-09-11,0,V6,V6,1,G8-FABLE-11-09,8,4,0,PLAN,1,5,5,0,1,0,0,120,0,1,10,ECHEC,CHARGES_INCOMPLETES,1,3,1,0,5,5,DEMO_2 MEDECIN DEMO_1 ADJOINT CHEF,2,0,1,1,240.98,FEU_PROCHE,5,62.01,0,366,,,,ATTEINT@26.25,INCOMPLET@362.96,,antenne:POSEE tour:ELEMENT_N_ARRIVE_PAS QG:ELEMENT_N_ARRIVE_PAS,antenne:16s,0,0,299,,ACCEPTE,4ceff17befbb,"V6 - CAMPAGNE GRAINE 8 (Fable, 11/09). REF-A + delai du porteur 45 -> 120 s. Question : lui manque-t-il du temps ou un c"
2026-09-11_100139_chacal_i5/g8_r10,/mnt/data/hmt/runs/2026-09-11_100139_chacal_i5/g8_r10/serveur.rpt,2,2026-09-11_100139_chacal_i5,g8_r10,2026-09-11,0,V6,V6,1,G8-FABLE-11-09,8,4,0,PLAN,1,5,5,0,1,0,0,120,0,1,10,ECHEC,EXFIL_MANQUEE,3,3,3,0,9,1,CHEF,4,0,1,1,130.92,ENNEMI_VU_EN_COMBAT,5,-64.17,0,479,,,,ATTEINT@26.14,ATTEINT@476.12,,antenne:POSEE tour:POSEE QG:POSEE,antenne:1s tour:6s QG:26s,0,0,299,,ACCEPTE,4ceff17befbb,"V6 - CAMPAGNE GRAINE 8 (Fable, 11/09). REF-A + delai du porteur 45 -> 120 s. Question : lui manque-t-il du temps ou un c"
2026-09-11_100139_chacal_i5/g8_r2,/mnt/data/hmt/runs/2026-09-11_100139_chacal_i5/g8_r2/serveur.rpt,2,2026-09-11_100139_chacal_i5,g8_r2,2026-09-11,0,V6,V6,1,G8-FABLE-11-09,8,4,0,PLAN,1,5,5,0,1,0,0,120,0,1,10,ECHEC,EXFIL_MANQUEE,3,3,3,0,7,3,CHEF MEDECIN DEMO_2,4,0,1,1,183.52,ENNEMI_VU_EN_COMBAT,5,33.33,0,442,,,,ATTEINT@25.99,ATTEINT@436.83,,antenne:POSEE tour:POSEE QG:POSEE,antenne:29s tour:55s QG:7s,0,0,299,,ACCEPTE,4ceff17befbb,"V6 - CAMPAGNE GRAINE 8 (Fable, 11/09). REF-A + delai du porteur 45 -> 120 s. Question : lui manque-t-il du temps ou un c"
2026-09-11_100139_chacal_i5/g8_r3,/mnt/data/hmt/runs/2026-09-11_100139_chacal_i5/g8_r3/serveur.rpt,2,2026-09-11_100139_chacal_i5,g8_r3,2026-09-11,0,V6,V6,1,G8-FABLE-11-09,8,4,0,PLAN,1,5,5,0,1,0,0,120,0,1,10,ECHEC,CHARGES_INCOMPLETES,1,3,1,0,9,1,DEMO_1,3,0,1,1,248.42,COUP_RECU,5,100.4,0,586,,,,ATTEINT@26.11,INCOMPLET@582.41,,antenne:POSEE tour:ELEMENT_N_ARRIVE_PAS QG:ELEMENT_N_ARRIVE_PAS,antenne:10s,0,0,299,,ACCEPTE,4ceff17befbb,"V6 - CAMPAGNE GRAINE 8 (Fable, 11/09). REF-A + delai du porteur 45 -> 120 s. Question : lui manque-t-il du temps ou un c"
2026-09-11_100139_chacal_i5/g8_r4,/mnt/data/hmt/runs/2026-09-11_100139_chacal_i5/g8_r4/serveur.rpt,2,2026-09-11_100139_chacal_i5,g8_r4,2026-09-11,0,V6,V6,1,G8-FABLE-11-09,8,4,0,PLAN,1,5,5,0,1,0,0,120,0,1,10,ECHEC,CHARGES_INCOMPLETES,2,3,0,0,9,1,DEMO_2,3,0,1,1,142.78,ENNEMI_VU_EN_COMBAT,5,-3.04,0,578,,,,ATTEINT@25.92,INCOMPLET@574.16,,antenne:POSEE tour:PORTEUR_N_ARRIVE_PAS QG:POSEE,antenne:1s tour:121s QG:10s,0,0,299,,ACCEPTE,4ceff17befbb,"V6 - CAMPAGNE GRAINE 8 (Fable, 11/09). REF-A + delai du porteur 45 -> 120 s. Question : lui manque-t-il du temps ou un c"
2026-09-11_100139_chacal_i5/g8_r5,/mnt/data/hmt/runs/2026-09-11_100139_chacal_i5/g8_r5/serveur.rpt,2,2026-09-11_100139_chacal_i5,g8_r5,2026-09-11,0,V6,V6,1,G8-FABLE-11-09,8,4,0,PLAN,1,5,5,0,1,0,0,120,0,1,10,ECHEC,EXFIL_MANQUEE,3,3,3,0,9,1,CHEF,4,0,1,1,137.42,ENNEMI_VU_EN_COMBAT,5,-1.07,0,403,,,,ATTEINT@26.5,ATTEINT@399.42,,antenne:POSEE tour:POSEE QG:POSEE,antenne:45s tour:1s QG:14s,0,0,299,,ACCEPTE,4ceff17befbb,"V6 - CAMPAGNE GRAINE 8 (Fable, 11/09). REF-A + delai du porteur 45 -> 120 s. Question : lui manque-t-il du temps ou un c"
2026-09-11_100139_chacal_i5/g8_r6,/mnt/data/hmt/runs/2026-09-11_100139_chacal_i5/g8_r6/serveur.rpt,2,2026-09-11_100139_chacal_i5,g8_r6,2026-09-11,0,V6,V6,1,G8-FABLE-11-09,8,4,0,PLAN,1,5,5,0,1,0,0,120,0,1,10,ECHEC,EXFIL_MANQUEE,3,3,3,0,10,0,,3,0,1,1,191.74,ENNEMI_VU_EN_COMBAT,5,-3.65,0,393,,,,ATTEINT@26.33,ATTEINT@389.19,,antenne:POSEE tour:POSEE QG:POSEE,antenne:12s tour:1s QG:21s,0,0,299,,ACCEPTE,4ceff17befbb,"V6 - CAMPAGNE GRAINE 8 (Fable, 11/09). REF-A + delai du porteur 45 -> 120 s. Question : lui manque-t-il du temps ou un c"
2026-09-11_100139_chacal_i5/g8_r7,/mnt/data/hmt/runs/2026-09-11_100139_chacal_i5/g8_r7/serveur.rpt,2,2026-09-11_100139_chacal_i5,g8_r7,2026-09-11,0,V6,V6,1,G8-FABLE-11-09,8,4,0,PLAN,1,5,5,0,1,0,0,120,0,1,10,ECHEC,CHARGES_INCOMPLETES,2,3,2,0,8,2,CHEF DEMO_2,4,0,1,1,107.68,ENNEMI_VU_EN_COMBAT,5,-1.51,0,502,,,,ATTEINT@36,INCOMPLET@498.01,,antenne:PORTEUR_N_ARRIVE_PAS tour:POSEE QG:POSEE,antenne:120s tour:13s QG:20s,0,0,299,,ACCEPTE,4ceff17befbb,"V6 - CAMPAGNE GRAINE 8 (Fable, 11/09). REF-A + delai du porteur 45 -> 120 s. Question : lui manque-t-il du temps ou un c"
2026-09-11_100139_chacal_i5/g8_r8,/mnt/data/hmt/runs/2026-09-11_100139_chacal_i5/g8_r8/serveur.rpt,2,2026-09-11_100139_chacal_i5,g8_r8,2026-09-11,0,V6,V6,1,G8-FABLE-11-09,8,4,0,PLAN,1,5,5,0,1,0,0,120,0,1,10,ECHEC,EXFIL_MANQUEE,3,3,3,0,9,1,CHEF,3,0,1,1,137.34,FEU_PROCHE,5,-1.93,0,389,,,,ATTEINT@26.13,ATTEINT@385.55,,antenne:POSEE tour:POSEE QG:POSEE,antenne:12s tour:1s QG:1s,0,0,299,,ACCEPTE,4ceff17befbb,"V6 - CAMPAGNE GRAINE 8 (Fable, 11/09). REF-A + delai du porteur 45 -> 120 s. Question : lui manque-t-il du temps ou un c"
2026-09-11_100139_chacal_i5/g8_r9,/mnt/data/hmt/runs/2026-09-11_100139_chacal_i5/g8_r9/serveur.rpt,2,2026-09-11_100139_chacal_i5,g8_r9,2026-09-11,0,V6,V6,1,G8-FABLE-11-09,8,4,0,PLAN,1,5,5,0,1,0,0,120,0,1,10,ECHEC,CHARGES_INCOMPLETES,1,3,1,0,7,3,CHEF DEMO_1 DEMO_2,2,0,1,1,143.3,FEU_PROCHE,5,-13.83,0,546,,,,ATTEINT@26.03,INCOMPLET@542.73,,antenne:POSEE tour:ELEMENT_N_ARRIVE_PAS QG:ELEMENT_N_ARRIVE_PAS,antenne:1s,0,0,299,,ACCEPTE,4ceff17befbb,"V6 - CAMPAGNE GRAINE 8 (Fable, 11/09). REF-A + delai du porteur 45 -> 120 s. Question : lui manque-t-il du temps ou un c"
2026-09-11_100219_chacal_i3/g8_r1,/mnt/data/hmt/runs/2026-09-11_100219_chacal_i3/g8_r1/serveur.rpt,2,2026-09-11_100219_chacal_i3,g8_r1,2026-09-11,0,V8,V8,1,G8-FABLE-11-09,8,4,0,PLAN,1,3,5,1,1,0,0,45,0,1,10,ECHEC,EXFIL_MANQUEE,3,3,0,0,10,0,,3,1,1,1,2258.43,ENNEMI_VU_EN_COMBAT,5,1.69,0,2559,,,RENSEIGNEMENT_PAUVRE@1746.01,ATTEINT@2113.05,ATTEINT@2553.85,,antenne:POSEE tour:POSEE QG:POSEE,antenne:18s tour:16s QG:16s,6,77,301,,ACCEPTE,4ceff17befbb,"V8 - CAMPAGNE GRAINE 8 (Fable, 11/09). REF-B + TENIR, jusqu a l assaut. Question : repere mais tenant, l appui tire-t-il"
2026-09-11_100219_chacal_i3/g8_r2,/mnt/data/hmt/runs/2026-09-11_100219_chacal_i3/g8_r2/serveur.rpt,2,2026-09-11_100219_chacal_i3,g8_r2,2026-09-11,0,V8,V8,1,G8-FABLE-11-09,8,4,0,PLAN,1,3,5,1,1,0,0,45,0,1,10,ECHEC,CHARGES_INCOMPLETES,2,3,2,0,10,0,,3,0,1,1,2091.93,ENNEMI_VU_EN_COMBAT,5,-1.87,0,2432,,,RENSEIGNEMENT_PAUVRE@1707.42,ATTEINT@2040.81,INCOMPLET@2427.89,,antenne:POSEE tour:PORTEUR_N_ARRIVE_PAS QG:POSEE,antenne:12s tour:45s QG:14s,0,0,301,,ACCEPTE,4ceff17befbb,"V8 - CAMPAGNE GRAINE 8 (Fable, 11/09). REF-B + TENIR, jusqu a l assaut. Question : repere mais tenant, l appui tire-t-il"
2026-09-11_113559_chacal_i5/g8_r1,/mnt/data/hmt/runs/2026-09-11_113559_chacal_i5/g8_r1/serveur.rpt,2,2026-09-11_113559_chacal_i5,g8_r1,2026-09-11,0,V3,V3,1,G8-FABLE-11-09,8,4,0,PLAN,1,5,5,0,1,1,0,45,0,1,10,ECHEC,CHARGES_INCOMPLETES,0,3,0,0,5,5,DEMO_1 MEDECIN DEMO_2 ADJOINT CHEF,0,0,0,1,115.01,FEU_PROCHE,5,-999,0,131,,,,ATTEINT@25.95,INCOMPLET@128.14,,antenne:PORTEUR_N_ARRIVE_PAS,antenne:2s,7,7,299,,ACCEPTE,4ceff17befbb,"V3 - CAMPAGNE GRAINE 8 (Fable, 11/09). REF-A + FEU_AVANT. Question : l assaut en AWARE avec ordre relance cesse-t-il de "
